항목명,코드,코드의미 및 단위
,680,700만원 이상
분류코드_연령*성별1,,
,1324M,13~24세*남자
,1324W,13~24세*여자
분류코드_연령*성별2,,
,1524M,15~24세*남자
,1524W,15~24세*여자
분류코드_연령*성별3,,
,1329M,13~29세*남자
,1329W,13~29세*여자
분류코드_연령*성별4,,
,1529M,15~29세*남자
,1529W,15~29세*여자
분류코드_연령*성별5,,
,1519M,15~19세*남자
,1519W,15~19세*여자
,2024M,20~24세*남자
,2024W,20~24세*여자
분류코드_연령*성별6,,
,1318M,13~18세*남자
,1318W,13~18세*여자
,1924M,19~24세*남자
,1924W,19~24세*여자
분류코드_연령*성별7,,
,1518M,15~18세*남자
,1518W,15~18세*여자
,1929M,19∼29세*남자
,1929W,19∼29세*여자
분류코드_연령*성별8,,
,1319M,13~19세*남자
,1319W,13~19세*여자
,2029M,20∼29세*남자
,2029W,20∼29세*여자
,3039M,30∼39세*남자
,3039W,30∼39세*여자
,4049M,40∼49세*남자
,4049W,40∼49세*여자
,5059M,50∼59세*남자
,5059W,50∼59세*여자
,6000M,60세 이상*남자
,6000W,60세 이상*여자
분류코드_연령*성별9,,
,6500M,65세 이상*남자
,6500W,65세 이상*여자
분류코드-연령*교육정도별1,,
,2029E,20∼29세*중졸이하
,2029H,20∼29세*고졸
,2029U,20∼29세*대졸이상
,3039E,30∼39세*중졸이하
,3039H,30∼39세*고졸
,3039U,30∼39세*대졸이상
,4049E,40∼49세*중졸이하
,4049H,40∼49세*고졸
,4049U,40∼49세*대졸이상
,5059E,50∼59세*중졸이하
,5059H,50∼59세*고졸
,5059U,50∼59세*대졸이상
,6000E,60세 이상*중졸이하
,6000H,60세 이상*고졸
,6000U,60세 이상*대졸이상
분류코드-연령*교육정도별2,,
,6500E,65세 이상*중졸이하
,6500H,65세 이상*고졸
,6500U,65세 이상*대졸이상
분류코드-연령*교육정도별3,,
,1329E,13~29세*중졸이하
,1329H,13~29세*고졸
,1329U,13~29세*대졸이상
분류코드-연령*교육정도별4,,
,1529E,15~29세*중졸이하
,1529H,15~29세*고졸
,1529U,15~29세*대졸이상
분류코드-연령*교육정도별5,,
,1929E,19∼29세*중졸이하
,1929H,19∼29세*고졸
,1929U,19∼29세*대졸이상
행정구역(시도),,
,11,서울
,21,부산
,22,대구
,23,인천
,24,광주
,25,대전
,26,울산
,29,세종
,31,경기
,32,강원
,33,충북
,34,충남
,35,전북
,36,전남
,37,경북
,38,경남
,39,제주
분류코드-장애인 복지카드 소유여부,,
,W010,있음
,W020,없음
분류코드-기부여부,,
,C010,기부 참여자
,C020,기부 미참여자
분류코드-현금기부여부,,
,C110,현금 기부 참여자
,C120,현금 기부 미참여자
분류코드-현금기부_정기성,,
,C111,현금 정기 기부자
,C112,현금 비정기 기부자
분류코드-물품기부여부,,
,C210,물품 기부 참여자
,C220,물품 기부 미참여자
분류코드-물품기부_정기성,,
,C211,물품 정기 기부자
,C212,물품 비정기 기부자
분류코드-자원봉사여부,,
,C310,자원봉사활동 참여자
,C320,자원봉사활동 미참여자
분류코드-자원봉사_정기성,,
,C311,자원봉사활동 정기 참여자
,C312,자원봉사활동 비정기 참여자
분류코드-계층의식,,
,C410,상층
,C420,중층
,C430,하층
분류코드-주관적 소득수준,,
,I010,여유있음
,I020,적정함
,I030,모자람
분류코드-소득 만족도,,
,I110,만족
,I120,보통
,I130,불만족
분류코드-고용 안정성,L010,불암함
,L010,불암함
,L020,불안하지 않음
분류코드-청소년 교육정도1,,
,T210,재학생
,T220,기타
분류코드-청소년 교육정도2,,
,T211,중재이하
,T212,고재
,T213,대재이상
승수(가구)_weight,,
승수(가구원)_weight,,
