항목명,코드,코드의미 및 단위
직업대분류코드,6,농림·어업 숙련?종사자
직업대분류코드,7,기능원 및 관련 기능 종사자
직업대분류코드,8,장치·기계조작 및 조립 종사자
직업대분류코드,9,단순노무 종사자
직업대분류코드,A,군인
종사상지위코드,1,임금근로자
종사상지위코드,2,고용원이 있는 자영업자
종사상지위코드,3,고용원이 없는 자영없자
종사상지위코드,4,무급가족종사자
임금근로자구분코드,1,상용근로자
임금근로자구분코드,2,임시근로자
임금근로자구분코드,3,일용근로자
일가정양립제도인지도_출산전후휴가제인지여부,1,알고 있다
일가정양립제도인지도_출산전후휴가제인지여부,2,모른다
일가정양립제도인지도_배우자출산휴가제인지여부,,일·가정 양립 제도 인지도[출산(전후)휴가제] 코드 참조
일가정양립제도인지도_육아휴직제인지여부,,일·가정 양립 제도 인지도[출산(전후)휴가제] 코드 참조
일가정양립제도인지도_육아기근로시간단축제인지여부,,일·가정 양립 제도 인지도[출산(전후)휴가제] 코드 참조
일가정양립제도인지도_직장보육지원인지여부,,일·가정 양립 제도 인지도[출산(전후)휴가제] 코드 참조
일가정양립제도인지도_가족돌봄휴직제인지여부,,일·가정 양립 제도 인지도[출산(전후)휴가제] 코드 참조
일가정양립제도인지도_유연근무제인지여부,,일·가정 양립 제도 인지도[출산(전후)휴가제] 코드 참조
근로여건만족도_업무코드,1,매우 만족
근로여건만족도_업무코드,2,약간 만족
근로여건만족도_업무코드,3,보통
근로여건만족도_업무코드,4,약간 불만족
근로여건만족도_업무코드,5,매우 불만족
근로여건만족도_업무코드,6,모르겠다
근로여건만족도_인사관리코드,1,매우 만족
근로여건만족도_인사관리코드,2,약간 만족
근로여건만족도_인사관리코드,3,보통
근로여건만족도_인사관리코드,4,약간 불만족
근로여건만족도_인사관리코드,5,매우 불만족
근로여건만족도_인사관리코드,6,모르겠다
근로여건만족도_인사관리코드,7,해당 없다
근로여건만족도_급여코드,,근로 여건 만족도[하는 일] 코드 참조
근로여건만족도_복리후생코드,,"근로 여건 만족도[인사관리(승진, 배치,이동)] 코드 참조"
근로여건만족도_장래성코드,,"근로 여건 만족도[인사관리(승진, 배치,이동)] 코드 참조"
근로여건만족도_근무환경코드,,근로 여건 만족도[하는 일] 코드 참조
근로여건만족도_인간관계코드,,"근로 여건 만족도[인사관리(승진, 배치,이동)] 코드 참조"
근로여건만족도_근로시간코드,,근로 여건 만족도[하는 일] 코드 참조
근로여건만족도_일가정양립직장문화코드,,"근로 여건 만족도[인사관리(승진, 배치,이동)] 코드 참조"
근로여건만족도_직장내폭력방지노력코드,,"근로 여건 만족도[인사관리(승진, 배치,이동)] 코드 참조"
근로여건만족도_직장내교육훈련기회코드,,"근로 여건 만족도[인사관리(승진, 배치,이동)] 코드 참조"
근로여건만족도_전반적일자리코드,1,매우 만족
근로여건만족도_전반적일자리코드,2,약간 만족
근로여건만족도_전반적일자리코드,3,보통
근로여건만족도_전반적일자리코드,4,약간 불만족
근로여건만족도_전반적일자리코드,5,매우 불만족
거처종류코드,1,단독주택
거처종류코드,2,아파트
거처종류코드,3,연립·다세대주택
거처종류코드,4,기타
점유형태코드,1,자기집이외
점유형태코드,2,전세
점유형태코드,3,보증금 있는 월세
점유형태코드,4,보증금 없는 월세(사글세)
점유형태코드,5,무상
배우자지난1주간경제활동여부,1,하였다
배우자지난1주간경제활동여부,2,하지 않았다
가구소득코드,1,100만원 미만
가구소득코드,2,100~200만원미만
가구소득코드,3,200~300만원미만
가구소득코드,4,300~400만원미만
가구소득코드,5,400~500만원미만
가구소득코드,6,500~600만원미만
가구소득코드,7,600~700만원미만
가구소득코드,8,700~800만원미만
가구소득코드,9,800만원이상
분류코드_만13세이상여부,1,만 13세이상
분류코드_만15세이상여부,2,만 15세이상
분류코드_동부읍면부구분코드,3,동부
분류코드_동부읍면부구분코드,4,읍면부
분류코드_성별코드,10,남자
분류코드_성별코드,20,여자
분류코드_점유형태1코드,31,자기집
분류코드_점유형태1코드,32,전세
분류코드_점유형태1코드,33,보증금있는월세
분류코드_점유형태1코드,34,보증금없는월세
분류코드_점유형태1코드,35,무상
분류코드_점유형태2코드,39,자기집 이외
분류코드_주택형태1코드,41,단독주택
분류코드_주택형태1코드,42,아파트
분류코드_주택형태1코드,43,연립·다세대주택
분류코드_주택형태1코드,44,기타
분류코드_주택형태2코드,49,기타_1
분류코드_세대구분코드,51,1인가구
분류코드_세대구분코드,52,1세대가구
분류코드_세대구분코드,53,2세대가구
분류코드_세대구분코드,54,3세대이상 가구
분류코드_세대구분코드,55,비혈연가구
분류코드_가구원수,61,1인
분류코드_가구원수,62,2인
분류코드_가구원수,63,3인
분류코드_가구원수,64,4인 이상
분류코드_연령1코드,1319,13∼19세
분류코드_연령1코드,2029,20∼29세
분류코드_연령1코드,3039,30∼39세
분류코드_연령1코드,4049,40∼49세
분류코드_연령1코드,5059,50∼59세
분류코드_연령1코드,6000,60세이상
분류코드_연령2코드,6500,65세이상
분류코드_연령3코드,1314,13~14세
분류코드_연령3코드,1519,15∼19세
분류코드_연령3코드,2024,20∼24세
분류코드_연령3코드,2529,25∼29세
분류코드_연령3코드,3034,30∼34세
분류코드_연령3코드,3539,35∼39세
분류코드_연령3코드,4044,40∼44세
분류코드_연령3코드,4549,45∼49세
분류코드_연령3코드,5054,50∼54세
분류코드_연령3코드,5559,55∼59세
분류코드_연령3코드,6064,60∼64세
분류코드_연령3코드,6569,65~69세
분류코드_연령3코드,7074,70~74세
분류코드_연령3코드,7579,75~79세
분류코드_연령3코드,8000,80세이상
분류코드_연령4코드,6069,60~69세
분류코드_연령4코드,7079,70~79세
분류코드_연령5코드,7000,70세이상
분류코드_연령6코드,1324,13∼24세
분류코드_연령7코드,1318,13∼18세
분류코드_연령7코드,1924,19∼24세
분류코드_연령8코드,1524,15∼24세
분류코드_연령9코드,1518,15∼18세
분류코드_연령9코드,1924,19∼24세
분류코드_연령10코드,1329,13∼29세
분류코드_연령11코드,1529,15∼29세
분류코드_연령12코드,1929,19∼29세
분류코드_연령13코드,3000,30세이상
분류코드_교육정도코드,71,초졸이하
분류코드_교육정도코드,72,중졸
분류코드_교육정도코드,73,고졸
분류코드_교육정도코드,74,대졸이상
분류코드_혼인상태코드,110,미? 혼
분류코드_혼인상태코드,120,배우자 있음
분류코드_혼인상태코드,130,사? 별
분류코드_혼인상태코드,140,이? 혼
분류코드_경제활동여부,150,취업
분류코드_경제활동여부,160,실업 및 비경제활동
분류코드_맞벌이1여부,210,맞벌이
분류코드_맞벌이1여부,220,비맞벌이
분류코드_맞벌이2여부,211,동거 맞벌이
분류코드_맞벌이2여부,212,비동거 맞벌이
분류코드_맞벌이2여부,213,홑벌이
분류코드_맞벌이2여부,214,기타
분류코드_직장산업대분류코드,310,농림어업
분류코드_직장산업대분류코드,320,광공업
분류코드_직장산업대분류코드,330,"사회간접자본, 기타서비스업"
분류코드_직업대분류코드,340,전문관리
분류코드_직업대분류코드,350,사? 무
분류코드_직업대분류코드,360,서비스판매
분류코드_직업대분류코드,370,농어업
분류코드_직업대분류코드,380,기능노무
분류코드_직업대분류코드,390,기  타
분류코드_종사자지위코드,410,임금봉급생활자
분류코드_종사자지위코드,420,고용주
분류코드_종사자지위코드,430,자영자
분류코드_종사자지위코드,440,무급가족종사자
분류코드_임금근로자구분코드,411,상용근로자
분류코드_임금근로자구분코드,412,임시근로자
분류코드_임금근로자구분코드,413,일용근로자
분류코드_주관적만족감코드,510,만족
분류코드_주관적만족감코드,520,보통
분류코드_주관적만족감코드,530,불만족
분류코드_가구소득1코드,610,100만원 미만
분류코드_가구소득1코드,620,100∼200만원 미만
분류코드_가구소득1코드,630,200∼300만원 미만
분류코드_가구소득1코드,640,300∼400만원 미만
분류코드_가구소득1코드,650,400~500만원 미만
분류코드_가구소득1코드,660,500∼600만원 미만
분류코드_가구소득1코드,678,600만원 이상
분류코드_가구소득2코드,670,600∼700만원 미만
분류코드_가구소득2코드,680,700만원 이상
분류코드_가구소득3코드,690,700~800만원 미만
분류코드_가구소득3코드,700,800만원 이상
분류코드_연령성별1코드,1324M,13~24세*남자
분류코드_연령성별1코드,1324W,13~24세*여자
분류코드_연령성별2코드,1524M,15~24세*남자
분류코드_연령성별2코드,1524W,15~24세*여자
분류코드_연령성별3코드,1329M,13~29세*남자
분류코드_연령성별3코드,1329W,13~29세*여자
분류코드_연령성별4코드,1529M,15~29세*남자
분류코드_연령성별4코드,1529W,15~29세*여자
분류코드_연령성별5코드,1519M,15~19세*남자
분류코드_연령성별5코드,1519W,15~19세*여자
분류코드_연령성별5코드,2024M,20~24세*남자
분류코드_연령성별5코드,2024W,20~24세*여자
분류코드_연령성별6코드,1318M,13~18세*남자
분류코드_연령성별6코드,1318W,13~18세*여자
분류코드_연령성별6코드,1924M,19~24세*남자
분류코드_연령성별6코드,1924W,19~24세*여자
분류코드_연령성별7코드,1518M,15~18세*남자
분류코드_연령성별7코드,1518W,15~18세*여자
분류코드_연령성별7코드,1929M,19∼29세*남자
분류코드_연령성별7코드,1929W,19∼29세*여자
분류코드_연령성별8코드,1319M,13~19세*남자
분류코드_연령성별8코드,1319W,13~19세*여자
분류코드_연령성별8코드,2029M,20∼29세*남자
분류코드_연령성별8코드,2029W,20∼29세*여자
분류코드_연령성별8코드,3039M,30∼39세*남자
분류코드_연령성별8코드,3039W,30∼39세*여자
분류코드_연령성별8코드,4049M,40∼49세*남자
분류코드_연령성별8코드,4049W,40∼49세*여자
분류코드_연령성별8코드,5059M,50∼59세*남자
분류코드_연령성별8코드,5059W,50∼59세*여자
분류코드_연령성별8코드,6000M,60세 이상*남자
분류코드_연령성별8코드,6000W,60세 이상*여자
분류코드_연령성별9코드,6500M,65세 이상*남자
분류코드_연령성별9코드,6500W,65세 이상*여자
분류코드_연령교육정도1코드,2029E,20∼29세*중졸이하
분류코드_연령교육정도1코드,2029H,20∼29세*고졸
분류코드_연령교육정도1코드,2029U,20∼29세*대졸이상
분류코드_연령교육정도1코드,3039E,30∼39세*중졸이하
분류코드_연령교육정도1코드,3039H,30∼39세*고졸
분류코드_연령교육정도1코드,3039U,30∼39세*대졸이상
분류코드_연령교육정도1코드,4049E,40∼49세*중졸이하
분류코드_연령교육정도1코드,4049H,40∼49세*고졸
분류코드_연령교육정도1코드,4049U,40∼49세*대졸이상
분류코드_연령교육정도1코드,5059E,50∼59세*중졸이하
분류코드_연령교육정도1코드,5059H,50∼59세*고졸
분류코드_연령교육정도1코드,5059U,50∼59세*대졸이상
분류코드_연령교육정도1코드,6000E,60세 이상*중졸이하
분류코드_연령교육정도1코드,6000H,60세 이상*고졸
분류코드_연령교육정도1코드,6000U,60세 이상*대졸이상
분류코드_연령교육정도2코드,6500E,65세 이상*중졸이하
분류코드_연령교육정도2코드,6500H,65세 이상*고졸
분류코드_연령교육정도2코드,6500U,65세 이상*대졸이상
분류코드_연령교육정도3코드,1329E,13~29세*중졸이하
분류코드_연령교육정도3코드,1329H,13~29세*고졸
분류코드_연령교육정도3코드,1329U,13~29세*대졸이상
분류코드_연령교육정도4코드,1529E,15~29세*중졸이하
분류코드_연령교육정도4코드,1529H,15~29세*고졸
분류코드_연령교육정도4코드,1529U,15~29세*대졸이상
분류코드_연령교육정도5코드,1929E,19∼29세*중졸이하
분류코드_연령교육정도5코드,1929H,19∼29세*고졸
분류코드_연령교육정도5코드,1929U,19∼29세*대졸이상
행정구역시도코드,11,서울
행정구역시도코드,21,부산
행정구역시도코드,22,대구
행정구역시도코드,23,인천
행정구역시도코드,24,광주
행정구역시도코드,25,대전
행정구역시도코드,26,울산
행정구역시도코드,29,세종
행정구역시도코드,31,경기
행정구역시도코드,32,강원
행정구역시도코드,33,충북
행정구역시도코드,34,충남
행정구역시도코드,35,전북
행정구역시도코드,36,전남
행정구역시도코드,37,경북
행정구역시도코드,38,경남
행정구역시도코드,39,제주
분류코드_장애인복지카드소유여부,W010,있음
분류코드_장애인복지카드소유여부,W020,없음
분류코드_기부여부,C010,기부 참여자
분류코드_기부여부,C020,기부 미참여자
분류코드_현금기부여부,C110,현금 기부 참여자
분류코드_현금기부여부,C120,현금 기부 미참여자
분류코드_현금기부정기성여부,C111,현금 정기 기부자
분류코드_현금기부정기성여부,C112,현금 비정기 기부자
분류코드_물품기부여부,C210,물품 기부 참여자
분류코드_물품기부여부,C220,물품 기부 미참여자
분류코드_물품기부정기성여부,C211,물품 정기 기부자
분류코드_물품기부정기성여부,C212,물품 비정기 기부자
분류코드_자원봉사여부,C310,자원봉사활동 참여자
분류코드_자원봉사여부,C320,자원봉사활동 미참여자
분류코드_자원봉사정기성여부,C311,자원봉사활동 정기 참여자
분류코드_자원봉사정기성여부,C312,자원봉사활동 비정기 참여자
분류코드_계층의식코드,C410,상층
분류코드_계층의식코드,C420,중층
분류코드_계층의식코드,C430,하층
분류코드_주관적소득수준코드,I010,여유있음
분류코드_주관적소득수준코드,I020,적정함
분류코드_주관적소득수준코드,I030,모자람
분류코드_소득만족도코드,I110,만족
분류코드_소득만족도코드,I120,보통
분류코드_소득만족도코드,I130,불만족
분류코드_고용안정성여부,L010,불암함
분류코드_고용안정성여부,L020,불안하지 않음
분류코드_청소년교육정도1코드,T210,재학생
분류코드_청소년교육정도1코드,T220,기타
분류코드_청소년교육정도2코드,T211,중재이하
분류코드_청소년교육정도2코드,T212,고재
분류코드_청소년교육정도2코드,T213,대재이상
가구가중값,,
가구원가중값,,
